2496742_54_+	ptb,bcd,buk,lpdV,bkdAA,bkdAB,bkdB	100.000	58	0	0	36	93	1	58	3.08e-27	108
2496742_54_+	bmrt,bmr,bmrR	100.000	55	0	0	27	81	55	1	1.43e-25	102
4121059_107_+	ahpC,ahpF	100.000	53	0	0	30	82	53	1	1.86e-24	99.0
924208_37_-	yfhF,yfhE,yfhD	100.000	47	0	0	36	82	47	1	4.02e-21	87.9
1433675_39_-	motA,motB	100.000	47	0	0	35	81	47	1	4.02e-21	87.9
938204_50_-	yfhQ,fabL,sspE	100.000	45	0	0	47	91	1	45	5.19e-20	84.2
863821_41_+	yfkJ,yfkI,yfkH	100.000	45	0	0	36	80	45	1	5.19e-20	84.2
863821_41_+	yfkF	100.000	45	0	0	46	90	1	45	5.19e-20	84.2
332397_44_+	mdr	100.000	45	0	0	46	90	1	45	5.19e-20	84.2
332397_44_+	ldh,lctP	100.000	45	0	0	36	80	45	1	5.19e-20	84.2
2843069_37_+	yrbD	100.000	45	0	0	37	81	45	1	5.19e-20	84.2
2758038_37_-	levD,levE,levF,levG,sacC	100.000	45	0	0	38	82	45	1	5.19e-20	84.2
870351_37_+	yfjR	100.000	43	0	0	49	91	1	43	6.72e-19	80.5
4110946_37_-	yxaA,yxaB	100.000	43	0	0	40	82	43	1	6.72e-19	80.5
288651_40_-	lmrA,lmrB	100.000	43	0	0	39	81	43	1	6.72e-19	80.5
2726856_129_-	azlB,azlC,azlD,brnQ,yrdK	100.000	43	0	0	38	80	43	1	6.72e-19	80.5
2642084_17_+	comER	100.000	42	0	0	39	80	42	1	2.42e-18	78.7
260090_33_+	ybgE	100.000	42	0	0	40	81	42	1	2.42e-18	78.7
233010_43_-	glpT,glpQ	100.000	42	0	0	40	81	42	1	2.42e-18	78.7
953296_77_+	rrnD-16S	100.000	41	0	0	39	79	42	2	8.69e-18	76.8
870351_37_+	yfjS	100.000	41	0	0	39	79	41	1	8.69e-18	76.8
817769_41_+	yfmK	100.000	41	0	0	42	82	41	1	8.69e-18	76.8
2545408_33_-	gcvT,gcvPA,gcvPB	100.000	41	0	0	42	82	41	1	8.69e-18	76.8
1671162_33_-	ylqB	100.000	40	0	0	42	81	40	1	3.13e-17	75.0
1671162_33_-	rnc,smc,ftsY	100.000	40	0	0	52	91	1	40	3.13e-17	75.0
817769_41_+	yfmI,yfmJ	100.000	39	0	0	54	92	1	39	1.12e-16	73.1
677866_45_+	ydjK	100.000	38	0	0	42	79	38	1	4.04e-16	71.3
2507291_35_-	mmgA,mmgB,mmgC,mmgD,mmgE,yqiQ	100.000	38	0	0	44	81	38	1	4.04e-16	71.3
1032028_35_+	yhdN,yhdO	100.000	38	0	0	43	80	38	1	4.04e-16	71.3
4121059_107_+	yyzE,bglA	100.000	35	0	0	1	35	40	74	1.88e-14	65.8
35387_32_-	rrnO-16S,trnO-Ile,trnO-Ala,rrnO-23S,rrnO-5S	97.059	34	1	0	53	86	1	34	3.15e-12	58.4
