60953_41_-	M87049.1/80319-80294	89.474	19	1	1	41	59	26	9	0.11	23.3
60953_41_-	wapA,yxxG	88.235	17	2	0	13	29	3	19	0.41	21.4
13770_105_-	ftsH	85.000	20	3	0	19	38	34	15	0.41	21.4
60953_41_-	yqjH,yqjI	100.000	10	0	0	69	78	24	33	1.5	19.6
60953_41_-	ypuG,ypuH,ypuI	82.609	23	2	2	40	62	34	14	1.5	19.6
60953_41_-	X07850.1/2144-2181	92.308	13	1	0	71	83	22	34	1.5	19.6
60953_41_-	t14003.1/63529-63562	92.308	13	1	0	71	83	19	31	1.5	19.6
60953_41_-	nasB,nasC,nasD,nasE,nasF	100.000	10	0	0	40	49	36	27	1.5	19.6
13770_105_-	ypuG,ypuH,ypuI	84.211	19	3	0	14	32	38	20	1.5	19.6
13770_105_-	yfhK,yfhL,yfhM	92.308	13	1	0	21	33	29	17	1.5	19.6
13770_105_-	ycsA	100.000	10	0	0	27	36	25	16	1.5	19.6
13770_105_-	xynA	100.000	10	0	0	47	56	26	35	1.5	19.6
13770_105_-	abnA	87.500	16	2	0	26	41	17	32	1.5	19.6
60953_41_-	yyaO	91.667	12	1	0	37	48	49	38	5.3	17.7
60953_41_-	yxeF,yxeG,yxeH	100.000	9	0	0	41	49	43	35	5.3	17.7
60953_41_-	yqjP,yqjQ,dsdA,coaA,yqjT	100.000	9	0	0	40	48	39	31	5.3	17.7
60953_41_-	yfkA,yfkB,yfkC	92.308	13	0	1	37	48	41	29	5.3	17.7
60953_41_-	yckK,yckJ,yckI	100.000	9	0	0	56	64	45	37	5.3	17.7
60953_41_-	spo0A	92.308	13	0	1	36	48	30	19	5.3	17.7
60953_41_-	soj,spo0J	91.667	12	1	0	41	52	35	24	5.3	17.7
60953_41_-	pspA,ydjG,ydjH,ydjI	100.000	9	0	0	40	48	41	33	5.3	17.7
60953_41_-	pfkA,pyk,ytzA	100.000	9	0	0	41	49	39	31	5.3	17.7
60953_41_-	motA,motB	92.308	13	0	1	36	48	44	33	5.3	17.7
60953_41_-	lipB	100.000	9	0	0	45	53	32	24	5.3	17.7
60953_41_-	glpT,glpQ	91.667	12	1	0	77	88	30	41	5.3	17.7
60953_41_-	csgA,ybxH	100.000	9	0	0	40	48	35	27	5.3	17.7
60953_41_-	bglP,bglH,yxiE	100.000	9	0	0	40	48	32	24	5.3	17.7
60953_41_-	arsR,yqcK,arsB,arsC	100.000	9	0	0	92	100	33	41	5.3	17.7
60953_41_-	adaA,adaB	100.000	9	0	0	55	63	21	13	5.3	17.7
13770_105_-	yuxH	91.667	12	1	0	38	49	14	25	5.3	17.7
13770_105_-	xpt,pbuX	91.667	12	1	0	21	32	26	15	5.3	17.7
13770_105_-	X63666.1/1540-1567	100.000	9	0	0	18	26	28	20	5.3	17.7
13770_105_-	X07465.1/751-783	100.000	9	0	0	51	59	15	23	5.3	17.7
13770_105_-	splA,splB	100.000	9	0	0	17	25	40	32	5.3	17.7
13770_105_-	splA,splB	100.000	9	0	0	17	25	35	43	5.3	17.7
13770_105_-	M87625.1/2270-2297	100.000	9	0	0	63	71	15	7	5.3	17.7
13770_105_-	M87049.1/68404-68432	100.000	9	0	0	63	71	15	7	5.3	17.7
13770_105_-	lytF	100.000	9	0	0	19	27	37	29	5.3	17.7
13770_105_-	L10328.1/96203-96235	100.000	9	0	0	11	19	24	16	5.3	17.7
13770_105_-	htpG	100.000	9	0	0	17	25	43	35	5.3	17.7
13770_105_-	gapB,speD	100.000	9	0	0	17	25	65	57	5.3	17.7
13770_105_-	ftsH	100.000	9	0	0	82	90	39	31	5.3	17.7
13770_105_-	comA,yuxO	100.000	9	0	0	24	32	13	21	5.3	17.7
13770_105_-	comA,yuxO	100.000	9	0	0	17	25	44	36	5.3	17.7
13770_105_-	bglP,bglH,yxiE	100.000	9	0	0	7	15	34	26	5.3	17.7
