282519_38_-	pdhA,pdhB,pdhC,pdhD	93.939	33	0	2	56	86	5	37	1.89e-09	49.1
2242057_40_+	yybS,yybT,rplI	91.429	35	2	1	50	83	2	36	6.82e-09	47.3
2242057_40_+	yybS,yybT,rplI	88.235	34	3	1	48	80	35	2	1.14e-06	39.9
1241020_18_-	yaaD,yaaE	82.979	47	4	4	44	86	1	47	1.14e-06	39.9
107886_37_-	cydA,cydB,cydC,cydD	88.235	34	0	2	48	81	31	2	4.10e-06	38.1
979575_46_-	lytF	85.714	35	3	2	48	82	3	35	1.48e-05	36.2
1661546_42_+	ccdA,yneI,yneJ	87.500	32	2	2	51	80	2	33	1.48e-05	36.2
1625465_40_+	cgeC,cgeD,cgeE	84.211	38	2	4	50	85	9	44	5.31e-05	34.4
86260_32_-	cydA,cydB,cydC,cydD	86.667	30	3	1	52	81	2	30	1.91e-04	32.5
2615410_48_+	yoxA,dacC	91.667	24	1	1	65	88	17	39	1.91e-04	32.5
2587254_46_+	dacB,spmA,spmB	91.667	24	1	1	56	79	19	41	1.91e-04	32.5
2567616_80_+	yfjS	100.000	17	0	0	40	56	41	25	1.91e-04	32.5
2540379_42_+	yfmG	95.238	21	0	1	81	100	51	31	1.91e-04	32.5
1988090_42_-	mreB,mreC,mreD,minC,minD	95.238	21	0	1	66	86	25	44	1.91e-04	32.5
1684520_43_+	yckC	95.238	21	0	1	68	88	18	37	1.91e-04	32.5
1652762_48_+	sigX,rsiX	95.000	20	1	0	73	92	17	36	1.91e-04	32.5
1636361_51_+	csbA	95.000	20	1	0	33	52	21	2	1.91e-04	32.5
1320508_133_-	yweA	95.000	20	1	0	68	87	18	37	1.91e-04	32.5
804831_56_+	phoP,phoR	90.909	22	2	0	68	89	24	45	6.86e-04	30.7
304716_32_-	pheB,pheA	100.000	16	0	0	68	83	12	27	6.86e-04	30.7
2879870_36_+	yabG	100.000	16	0	0	70	85	24	39	6.86e-04	30.7
2813900_49_+	L19201.1/12884-12927	82.051	39	3	4	46	84	3	37	6.86e-04	30.7
2813899_50_+	L19201.1/12884-12927	82.051	39	3	4	45	83	3	37	6.86e-04	30.7
