24910_136_-	rapA,phrA	100.000	15	0	0	47	61	31	17	0.002	28.8
24910_136_-	yfmQ	94.118	17	1	0	50	66	38	22	0.009	27.0
32442_33_+	yscB	100.000	13	0	0	51	63	13	1	0.032	25.1
32442_33_+	yczE	93.750	16	0	1	50	64	12	27	0.11	23.3
24910_136_-	yfiW,yfiX	93.750	16	0	1	48	62	41	26	0.11	23.3
24910_136_-	ctaA	93.333	15	1	0	47	61	51	37	0.11	23.3
32442_33_+	sspC	100.000	11	0	0	58	68	26	36	0.41	21.4
32442_33_+	sipT	100.000	11	0	0	46	56	2	12	0.41	21.4
32442_33_+	mtlA,mtlD	100.000	11	0	0	21	31	32	42	0.41	21.4
32442_33_+	deoR,dra,nupC,pdp	88.889	18	0	2	57	73	31	47	0.41	21.4
32442_33_+	cotSA,cotS,ytxO	100.000	11	0	0	59	69	29	39	0.41	21.4
24910_136_-	yhxA,glpP	88.889	18	1	1	41	58	79	63	0.41	21.4
24910_136_-	yfkA,yfkB,yfkC	92.857	14	1	0	45	58	40	27	0.41	21.4
24910_136_-	X16540.1/411-442	100.000	11	0	0	49	59	30	20	0.41	21.4
24910_136_-	X04341.1/3727-3763	100.000	11	0	0	47	57	36	26	0.41	21.4
24910_136_-	spoIVA	88.889	18	1	1	45	61	44	27	0.41	21.4
24910_136_-	pspA,ydjG,ydjH,ydjI	100.000	11	0	0	49	59	40	30	0.41	21.4
24910_136_-	katX	92.857	14	1	0	45	58	42	29	0.41	21.4
24910_136_-	ftsA,ftsZ	88.235	17	2	0	45	61	49	33	0.41	21.4
24910_136_-	ald	100.000	11	0	0	49	59	39	29	0.41	21.4
32442_33_+	yscB	100.000	10	0	0	51	60	19	28	1.5	19.6
32442_33_+	yfiZ,yfhA	78.125	32	6	1	36	67	44	14	1.5	19.6
32442_33_+	spoIVFA,spoIVFB	100.000	10	0	0	47	56	16	25	1.5	19.6
32442_33_+	sipT	100.000	10	0	0	70	79	11	2	1.5	19.6
32442_33_+	rect,ponA	100.000	10	0	0	55	64	25	34	1.5	19.6
32442_33_+	pheB,pheA	92.308	13	1	0	56	68	17	29	1.5	19.6
32442_33_+	pepT	82.609	23	3	1	42	64	12	33	1.5	19.6
32442_33_+	mtrA,mtrB	92.308	13	1	0	37	49	44	32	1.5	19.6
32442_33_+	ldh,lctP	92.308	13	1	0	59	71	32	44	1.5	19.6
32442_33_+	L19201.1/5703-5741	100.000	10	0	0	56	65	21	30	1.5	19.6
32442_33_+	katX	100.000	10	0	0	56	65	9	18	1.5	19.6
32442_33_+	dps	100.000	10	0	0	58	67	24	15	1.5	19.6
32442_33_+	cggR,gapA,pgk,tpiA,pgm,eno	100.000	10	0	0	56	65	27	36	1.5	19.6
24910_136_-	yyaO	100.000	10	0	0	49	58	45	36	1.5	19.6
24910_136_-	yqjY,yqjZ,yqkA,yqkB,yqkC	100.000	10	0	0	50	59	40	31	1.5	19.6
24910_136_-	yqjP,yqjQ,dsdA,coaA,yqjT	100.000	10	0	0	49	58	38	29	1.5	19.6
24910_136_-	yqjM	100.000	10	0	0	49	58	40	31	1.5	19.6
24910_136_-	yflS	100.000	10	0	0	49	58	33	24	1.5	19.6
24910_136_-	yfkO	100.000	10	0	0	51	60	37	28	1.5	19.6
